stay_date,days_out,rooms_booked_cumulative,day_type,final_occupancy
07012024,12,45,weekend,81
07012024,11,45,weekend,81
07012024,10,53,weekend,81
07012024,9,56,weekend,81
07012024,8,58,weekend,81
07012024,7,58,weekend,81
07012024,6,59,weekend,81
07012024,5,59,weekend,81
07012024,4,70,weekend,81
07012024,3,73,weekend,81
07012024,2,73,weekend,81
07012024,1,80,weekend,81
07012024,0,81,weekend,81
07012025,30,24,weekday,65
07012025,29,28,weekday,65
07012025,28,31,weekday,65
07012025,27,31,weekday,65
07012025,26,32,weekday,65
07012025,25,32,weekday,65
07012025,24,35,weekday,65
07012025,23,35,weekday,65
07012025,22,36,weekday,65
07012025,21,39,weekday,65
07012025,20,42,weekday,65
07012025,19,44,weekday,65
07012025,18,44,weekday,65
07012025,17,44,weekday,65
07012025,16,45,weekday,65
07012025,15,48,weekday,65
07012025,14,52,weekday,65
07012025,13,52,weekday,65
07012025,12,56,weekday,65
07012025,11,56,weekday,65
07012025,10,56,weekday,65
07012025,9,62,weekday,65
07012025,8,62,weekday,65
07012025,7,62,weekday,65
07012025,6,62,weekday,65
07012025,5,63,weekday,65
07012025,4,63,weekday,65
07012025,3,63,weekday,65
07012025,2,63,weekday,65
07012025,1,63,weekday,65
07012025,0,65,weekday,65
07022024,30,27,weekday,76
07022024,29,34,weekday,76
07022024,28,39,weekday,76
07022024,27,39,weekday,76
07022024,26,39,weekday,76
07022024,25,40,weekday,76
07022024,24,41,weekday,76
07022024,23,41,weekday,76
07022024,22,44,weekday,76
07022024,21,46,weekday,76
07022024,20,46,weekday,76
07022024,19,46,weekday,76
07022024,18,46,weekday,76
07022024,17,53,weekday,76
07022024,16,56,weekday,76
07022024,15,56,weekday,76
07022024,14,59,weekday,76
07022024,13,61,weekday,76
07022024,12,61,weekday,76
07022024,11,62,weekday,76
07022024,10,62,weekday,76
07022024,9,62,weekday,76
07022024,8,64,weekday,76
07022024,7,64,weekday,76
07022024,6,64,weekday,76
07022024,5,66,weekday,76
07022024,4,71,weekday,76
07022024,3,71,weekday,76
07022024,2,74,weekday,76
07022024,1,74,weekday,76
07022024,0,76,weekday,76
07022025,30,21,weekend,85
07022025,29,23,weekend,85
07022025,28,26,weekend,85
07022025,27,26,weekend,85
07022025,26,26,weekend,85
07022025,25,26,weekend,85
07022025,24,27,weekend,85
07022025,23,29,weekend,85
07022025,22,30,weekend,85
07022025,21,34,weekend,85
07022025,20,34,weekend,85
07022025,19,34,weekend,85
07022025,18,35,weekend,85
07022025,17,35,weekend,85
07022025,16,38,weekend,85
07022025,15,41,weekend,85
07022025,14,41,weekend,85
07022025,13,46,weekend,85
07022025,12,52,weekend,85
07022025,11,52,weekend,85
07022025,10,54,weekend,85
07022025,9,54,weekend,85
07022025,8,54,weekend,85
07022025,7,58,weekend,85
07022025,6,60,weekend,85
07022025,5,69,weekend,85
07022025,4,74,weekend,85
07022025,3,75,weekend,85
07022025,2,78,weekend,85
07022025,1,78,weekend,85
07022025,0,85,weekend,85
07032024,30,29,weekday,67
07032024,29,31,weekday,67
07032024,28,31,weekday,67
07032024,27,34,weekday,67
07032024,26,34,weekday,67
07032024,25,36,weekday,67
07032024,24,36,weekday,67
07032024,23,37,weekday,67
07032024,22,37,weekday,67
07032024,21,41,weekday,67
07032024,20,41,weekday,67
07032024,19,42,weekday,67
07032024,18,43,weekday,67
07032024,17,44,weekday,67
07032024,16,45,weekday,67
07032024,15,48,weekday,67
07032024,14,48,weekday,67
07032024,13,51,weekday,67
07032024,12,51,weekday,67
07032024,11,58,weekday,67
07032024,10,58,weekday,67
07032024,9,59,weekday,67
07032024,8,59,weekday,67
07032024,7,62,weekday,67
07032024,6,62,weekday,67
07032024,5,65,weekday,67
07032024,4,67,weekday,67
07032024,3,67,weekday,67
07032024,2,67,weekday,67
07032024,1,67,weekday,67
07032024,0,67,weekday,67
07032025,30,19,weekend,85
07032025,29,21,weekend,85
07032025,28,22,weekend,85
07032025,27,24,weekend,85
07032025,26,26,weekend,85
07032025,25,26,weekend,85
07032025,24,27,weekend,85
07032025,23,27,weekend,85
07032025,22,31,weekend,85
07032025,21,31,weekend,85
07032025,20,32,weekend,85
07032025,19,32,weekend,85
07032025,18,32,weekend,85
07032025,17,39,weekend,85
07032025,16,39,weekend,85
07032025,15,44,weekend,85
07032025,14,44,weekend,85
07032025,13,47,weekend,85
07032025,12,47,weekend,85
07032025,11,50,weekend,85
07032025,10,50,weekend,85
07032025,9,50,weekend,85
07032025,8,56,weekend,85
07032025,7,60,weekend,85
07032025,6,60,weekend,85
07032025,5,68,weekend,85
07032025,4,74,weekend,85
07032025,3,74,weekend,85
07032025,2,85,weekend,85
07032025,1,85,weekend,85
07032025,0,85,weekend,85
07042024,30,19,weekend,80
07042024,29,22,weekend,80
07042024,28,24,weekend,80
07042024,27,24,weekend,80
07042024,26,25,weekend,80
07042024,25,25,weekend,80
07042024,24,27,weekend,80
07042024,23,27,weekend,80
07042024,22,28,weekend,80
07042024,21,30,weekend,80
07042024,20,30,weekend,80
07042024,19,30,weekend,80
07042024,18,30,weekend,80
07042024,17,31,weekend,80
07042024,16,34,weekend,80
07042024,15,38,weekend,80
07042024,14,40,weekend,80
07042024,13,41,weekend,80
07042024,12,43,weekend,80
07042024,11,44,weekend,80
07042024,10,47,weekend,80
07042024,9,53,weekend,80
07042024,8,53,weekend,80
07042024,7,58,weekend,80
07042024,6,62,weekend,80
07042024,5,65,weekend,80
07042024,4,68,weekend,80
07042024,3,68,weekend,80
07042024,2,68,weekend,80
07042024,1,76,weekend,80
07042024,0,80,weekend,80
07042025,30,30,weekday,75
07042025,29,37,weekday,75
07042025,28,37,weekday,75
07042025,27,37,weekday,75
07042025,26,38,weekday,75
07042025,25,38,weekday,75
07042025,24,44,weekday,75
07042025,23,44,weekday,75
07042025,22,44,weekday,75
07042025,21,46,weekday,75
07042025,20,50,weekday,75
07042025,19,50,weekday,75
07042025,18,53,weekday,75
07042025,17,53,weekday,75
07042025,16,59,weekday,75
07042025,15,59,weekday,75
07042025,14,59,weekday,75
07042025,13,59,weekday,75
07042025,12,59,weekday,75
07042025,11,63,weekday,75
07042025,10,63,weekday,75
07042025,9,65,weekday,75
07042025,8,65,weekday,75
07042025,7,67,weekday,75
07042025,6,67,weekday,75
07042025,5,70,weekday,75
07042025,4,71,weekday,75
07042025,3,74,weekday,75
07042025,2,74,weekday,75
07042025,1,74,weekday,75
07042025,0,75,weekday,75
07052024,30,30,weekday,80
07052024,29,32,weekday,80
07052024,28,34,weekday,80
07052024,27,38,weekday,80
07052024,26,40,weekday,80
07052024,25,42,weekday,80
07052024,24,45,weekday,80
07052024,23,45,weekday,80
07052024,22,48,weekday,80
07052024,21,48,weekday,80
07052024,20,50,weekday,80
07052024,19,50,weekday,80
07052024,18,50,weekday,80
07052024,17,51,weekday,80
07052024,16,54,weekday,80
07052024,15,58,weekday,80
07052024,14,59,weekday,80
07052024,13,66,weekday,80
07052024,12,66,weekday,80
07052024,11,72,weekday,80
07052024,10,72,weekday,80
07052024,9,72,weekday,80
07052024,8,72,weekday,80
07052024,7,75,weekday,80
07052024,6,75,weekday,80
07052024,5,75,weekday,80
07052024,4,75,weekday,80
07052024,3,75,weekday,80
07052024,2,75,weekday,80
07052024,1,79,weekday,80
07052024,0,80,weekday,80
07052025,30,26,weekday,72
07052025,29,27,weekday,72
07052025,28,32,weekday,72
07052025,27,36,weekday,72
07052025,26,39,weekday,72
07052025,25,39,weekday,72
07052025,24,39,weekday,72
07052025,23,40,weekday,72
07052025,22,48,weekday,72
07052025,21,48,weekday,72
07052025,20,48,weekday,72
07052025,19,48,weekday,72
07052025,18,48,weekday,72
07052025,17,52,weekday,72
07052025,16,52,weekday,72
07052025,15,53,weekday,72
07052025,14,53,weekday,72
07052025,13,53,weekday,72
07052025,12,58,weekday,72
07052025,11,59,weekday,72
07052025,10,59,weekday,72
07052025,9,61,weekday,72
07052025,8,63,weekday,72
07052025,7,66,weekday,72
07052025,6,68,weekday,72
07052025,5,68,weekday,72
07052025,4,68,weekday,72
07052025,3,68,weekday,72
07052025,2,71,weekday,72
07052025,1,72,weekday,72
07052025,0,72,weekday,72
07062024,30,21,weekend,82
07062024,29,22,weekend,82
07062024,28,25,weekend,82
07062024,27,25,weekend,82
07062024,26,25,weekend,82
07062024,25,26,weekend,82
07062024,24,26,weekend,82
07062024,23,27,weekend,82
07062024,22,29,weekend,82
07062024,21,29,weekend,82
07062024,20,30,weekend,82
07062024,19,30,weekend,82
07062024,18,34,weekend,82
07062024,17,34,weekend,82
07062024,16,37,weekend,82
07062024,15,39,weekend,82
07062024,14,45,weekend,82
07062024,13,45,weekend,82
07062024,12,53,weekend,82
07062024,11,53,weekend,82
07062024,10,53,weekend,82
07062024,9,57,weekend,82
07062024,8,57,weekend,82
07062024,7,63,weekend,82
07062024,6,63,weekend,82
07062024,5,63,weekend,82
07062024,4,70,weekend,82
07062024,3,73,weekend,82
07062024,2,76,weekend,82
07062024,1,82,weekend,82
07062024,0,82,weekend,82
07062025,30,22,weekend,83
07062025,29,23,weekend,83
07062025,28,23,weekend,83
07062025,27,23,weekend,83
07062025,26,23,weekend,83
07062025,25,26,weekend,83
07062025,24,27,weekend,83
07062025,23,28,weekend,83
07062025,22,28,weekend,83
07062025,21,29,weekend,83
07062025,20,29,weekend,83
07062025,19,32,weekend,83
07062025,18,32,weekend,83
07062025,17,35,weekend,83
07062025,16,35,weekend,83
07062025,15,40,weekend,83
07062025,14,40,weekend,83
07062025,13,41,weekend,83
07062025,12,46,weekend,83
07062025,11,47,weekend,83
07062025,10,48,weekend,83
07062025,9,51,weekend,83
07062025,8,54,weekend,83
07062025,7,56,weekend,83
07062025,6,56,weekend,83
07062025,5,62,weekend,83
07062025,4,67,weekend,83
07062025,3,76,weekend,83
07062025,2,78,weekend,83
07062025,1,78,weekend,83
07062025,0,83,weekend,83
07072024,30,22,weekend,86
07072024,29,24,weekend,86
07072024,28,25,weekend,86
07072024,27,25,weekend,86
07072024,26,25,weekend,86
07072024,25,28,weekend,86
07072024,24,28,weekend,86
07072024,23,28,weekend,86
07072024,22,29,weekend,86
07072024,21,30,weekend,86
07072024,20,30,weekend,86
07072024,19,30,weekend,86
07072024,18,32,weekend,86
07072024,17,37,weekend,86
07072024,16,39,weekend,86
07072024,15,42,weekend,86
07072024,14,42,weekend,86
07072024,13,46,weekend,86
07072024,12,46,weekend,86
07072024,11,47,weekend,86
07072024,10,50,weekend,86
07072024,9,50,weekend,86
07072024,8,54,weekend,86
07072024,7,62,weekend,86
07072024,6,70,weekend,86
07072024,5,70,weekend,86
07072024,4,77,weekend,86
07072024,3,77,weekend,86
07072024,2,77,weekend,86
07072024,1,85,weekend,86
07072024,0,86,weekend,86
07072025,30,29,weekday,70
07072025,29,32,weekday,70
07072025,28,34,weekday,70
07072025,27,34,weekday,70
07072025,26,37,weekday,70
07072025,25,37,weekday,70
07072025,24,38,weekday,70
07072025,23,39,weekday,70
07072025,22,39,weekday,70
07072025,21,39,weekday,70
07072025,20,42,weekday,70
07072025,19,42,weekday,70
07072025,18,52,weekday,70
07072025,17,52,weekday,70
07072025,16,52,weekday,70
07072025,15,53,weekday,70
07072025,14,55,weekday,70
07072025,13,56,weekday,70
07072025,12,58,weekday,70
07072025,11,58,weekday,70
07072025,10,58,weekday,70
07072025,9,61,weekday,70
07072025,8,61,weekday,70
07072025,7,61,weekday,70
07072025,6,65,weekday,70
07072025,5,65,weekday,70
07072025,4,65,weekday,70
07072025,3,68,weekday,70
07072025,2,69,weekday,70
07072025,1,70,weekday,70
07072025,0,70,weekday,70
07082024,30,30,weekday,75
07082024,29,34,weekday,75
07082024,28,34,weekday,75
07082024,27,36,weekday,75
07082024,26,36,weekday,75
07082024,25,36,weekday,75
07082024,24,38,weekday,75
07082024,23,41,weekday,75
07082024,22,41,weekday,75
07082024,21,42,weekday,75
07082024,20,42,weekday,75
07082024,19,49,weekday,75
07082024,18,49,weekday,75
07082024,17,51,weekday,75
07082024,16,51,weekday,75
07082024,15,55,weekday,75
07082024,14,58,weekday,75
07082024,13,64,weekday,75
07082024,12,64,weekday,75
07082024,11,64,weekday,75
07082024,10,67,weekday,75
07082024,9,67,weekday,75
07082024,8,68,weekday,75
07082024,7,68,weekday,75
07082024,6,68,weekday,75
07082024,5,68,weekday,75
07082024,4,68,weekday,75
07082024,3,69,weekday,75
07082024,2,74,weekday,75
07082024,1,75,weekday,75
07082024,0,75,weekday,75
07082025,30,26,weekday,65
07082025,29,27,weekday,65
07082025,28,32,weekday,65
07082025,27,32,weekday,65
07082025,26,33,weekday,65
07082025,25,34,weekday,65
07082025,24,34,weekday,65
07082025,23,35,weekday,65
07082025,22,35,weekday,65
07082025,21,39,weekday,65
07082025,20,46,weekday,65
07082025,19,46,weekday,65
07082025,18,46,weekday,65
07082025,17,46,weekday,65
07082025,16,50,weekday,65
07082025,15,50,weekday,65
07082025,14,50,weekday,65
07082025,13,51,weekday,65
07082025,12,51,weekday,65
07082025,11,51,weekday,65
07082025,10,51,weekday,65
07082025,9,57,weekday,65
07082025,8,60,weekday,65
07082025,7,60,weekday,65
07082025,6,63,weekday,65
07082025,5,63,weekday,65
07082025,4,64,weekday,65
07082025,3,64,weekday,65
07082025,2,65,weekday,65
07082025,1,65,weekday,65
07082025,0,65,weekday,65
07092024,30,18,weekend,81
07092024,29,21,weekend,81
07092024,28,23,weekend,81
07092024,27,23,weekend,81
07092024,26,24,weekend,81
07092024,25,26,weekend,81
07092024,24,26,weekend,81
07092024,23,26,weekend,81
07092024,22,30,weekend,81
07092024,21,30,weekend,81
07092024,20,30,weekend,81
07092024,19,33,weekend,81
07092024,18,33,weekend,81
07092024,17,34,weekend,81
07092024,16,34,weekend,81
07092024,15,34,weekend,81
07092024,14,40,weekend,81
07092024,13,47,weekend,81
07092024,12,47,weekend,81
07092024,11,49,weekend,81
07092024,10,49,weekend,81
07092024,9,52,weekend,81
07092024,8,57,weekend,81
07092024,7,60,weekend,81
07092024,6,60,weekend,81
07092024,5,60,weekend,81
07092024,4,61,weekend,81
07092024,3,66,weekend,81
07092024,2,74,weekend,81
07092024,1,76,weekend,81
07092024,0,81,weekend,81
07092025,30,21,weekend,81
07092025,29,22,weekend,81
07092025,28,22,weekend,81
07092025,27,24,weekend,81
07092025,26,25,weekend,81
07092025,25,29,weekend,81
07092025,24,29,weekend,81
07092025,23,29,weekend,81
07092025,22,29,weekend,81
07092025,21,29,weekend,81
07092025,20,29,weekend,81
07092025,19,32,weekend,81
07092025,18,33,weekend,81
07092025,17,37,weekend,81
07092025,16,37,weekend,81
07092025,15,42,weekend,81
07092025,14,42,weekend,81
07092025,13,42,weekend,81
07092025,12,46,weekend,81
07092025,11,47,weekend,81
07092025,10,51,weekend,81
07092025,9,59,weekend,81
07092025,8,59,weekend,81
07092025,7,59,weekend,81
07092025,6,60,weekend,81
07092025,5,60,weekend,81
07092025,4,67,weekend,81
07092025,3,72,weekend,81
07092025,2,74,weekend,81
07092025,1,81,weekend,81
07092025,0,81,weekend,81
07102024,30,28,weekday,72
07102024,29,34,weekday,72
07102024,28,34,weekday,72
07102024,27,37,weekday,72
07102024,26,37,weekday,72
07102024,25,39,weekday,72
07102024,24,39,weekday,72
07102024,23,39,weekday,72
07102024,22,45,weekday,72
07102024,21,45,weekday,72
07102024,20,45,weekday,72
07102024,19,49,weekday,72
07102024,18,49,weekday,72
07102024,17,50,weekday,72
07102024,16,53,weekday,72
07102024,15,53,weekday,72
07102024,14,53,weekday,72
07102024,13,56,weekday,72
07102024,12,59,weekday,72
07102024,11,59,weekday,72
07102024,10,64,weekday,72
07102024,9,64,weekday,72
07102024,8,64,weekday,72
07102024,7,64,weekday,72
07102024,6,64,weekday,72
07102024,5,69,weekday,72
07102024,4,72,weekday,72
07102024,3,72,weekday,72
07102024,2,72,weekday,72
07102024,1,72,weekday,72
07102024,0,72,weekday,72
07102025,30,32,weekday,77
07102025,29,36,weekday,77
07102025,28,36,weekday,77
07102025,27,38,weekday,77
07102025,26,39,weekday,77
07102025,25,43,weekday,77
07102025,24,43,weekday,77
07102025,23,43,weekday,77
07102025,22,47,weekday,77
07102025,21,47,weekday,77
07102025,20,48,weekday,77
07102025,19,53,weekday,77
07102025,18,53,weekday,77
07102025,17,56,weekday,77
07102025,16,56,weekday,77
07102025,15,56,weekday,77
07102025,14,61,weekday,77
07102025,13,61,weekday,77
07102025,12,61,weekday,77
07102025,11,62,weekday,77
07102025,10,62,weekday,77
07102025,9,62,weekday,77
07102025,8,69,weekday,77
07102025,7,75,weekday,77
07102025,6,75,weekday,77
07102025,5,75,weekday,77
07102025,4,76,weekday,77
07102025,3,76,weekday,77
07102025,2,77,weekday,77
07102025,1,77,weekday,77
07102025,0,77,weekday,77
07112024,30,30,weekday,69
07112024,29,32,weekday,69
07112024,28,32,weekday,69
07112024,27,32,weekday,69
07112024,26,32,weekday,69
07112024,25,33,weekday,69
07112024,24,34,weekday,69
07112024,23,34,weekday,69
07112024,22,41,weekday,69
07112024,21,42,weekday,69
07112024,20,43,weekday,69
07112024,19,43,weekday,69
07112024,18,45,weekday,69
07112024,17,47,weekday,69
07112024,16,51,weekday,69
07112024,15,51,weekday,69
07112024,14,53,weekday,69
07112024,13,54,weekday,69
07112024,12,54,weekday,69
07112024,11,54,weekday,69
07112024,10,60,weekday,69
07112024,9,60,weekday,69
07112024,8,60,weekday,69
07112024,7,64,weekday,69
07112024,6,67,weekday,69
07112024,5,67,weekday,69
07112024,4,67,weekday,69
07112024,3,69,weekday,69
07112024,2,69,weekday,69
07112024,1,69,weekday,69
07112024,0,69,weekday,69
07112025,30,21,weekend,80
07112025,29,23,weekend,80
07112025,28,23,weekend,80
07112025,27,23,weekend,80
07112025,26,26,weekend,80
07112025,25,26,weekend,80
07112025,24,26,weekend,80
07112025,23,29,weekend,80
07112025,22,29,weekend,80
07112025,21,29,weekend,80
07112025,20,34,weekend,80
07112025,19,34,weekend,80
07112025,18,34,weekend,80
07112025,17,38,weekend,80
07112025,16,38,weekend,80
07112025,15,38,weekend,80
07112025,14,38,weekend,80
07112025,13,44,weekend,80
07112025,12,44,weekend,80
07112025,11,46,weekend,80
07112025,10,50,weekend,80
07112025,9,50,weekend,80
07112025,8,56,weekend,80
07112025,7,56,weekend,80
07112025,6,60,weekend,80
07112025,5,62,weekend,80
07112025,4,67,weekend,80
07112025,3,72,weekend,80
07112025,2,74,weekend,80
07112025,1,79,weekend,80
07112025,0,80,weekend,80
07122024,30,20,weekend,81
07122024,29,21,weekend,81
07122024,28,23,weekend,81
07122024,27,23,weekend,81
07122024,26,24,weekend,81
07122024,25,24,weekend,81
07122024,24,26,weekend,81
07122024,23,28,weekend,81
07122024,22,28,weekend,81
07122024,21,32,weekend,81
07122024,20,32,weekend,81
07122024,19,32,weekend,81
07122024,18,32,weekend,81
07122024,17,36,weekend,81
07122024,16,36,weekend,81
07122024,15,38,weekend,81
07122024,14,42,weekend,81
07122024,13,42,weekend,81
07122024,12,43,weekend,81
07122024,11,49,weekend,81
07122024,10,51,weekend,81
07122024,9,56,weekend,81
07122024,8,56,weekend,81
07122024,7,57,weekend,81
07122024,6,57,weekend,81
07122024,5,59,weekend,81
07122024,4,59,weekend,81
07122024,3,71,weekend,81
07122024,2,81,weekend,81
07122024,1,81,weekend,81
07122024,0,81,weekend,81
07122025,30,22,weekend,89
07122025,29,24,weekend,89
07122025,28,25,weekend,89
07122025,27,25,weekend,89
07122025,26,26,weekend,89
07122025,25,26,weekend,89
07122025,24,26,weekend,89
07122025,23,31,weekend,89
07122025,22,32,weekend,89
07122025,21,32,weekend,89
07122025,20,32,weekend,89
07122025,19,33,weekend,89
07122025,18,36,weekend,89
07122025,17,40,weekend,89
07122025,16,40,weekend,89
07122025,15,40,weekend,89
07122025,14,42,weekend,89
07122025,13,42,weekend,89
07122025,12,43,weekend,89
07122025,11,52,weekend,89
07122025,10,56,weekend,89
07122025,9,59,weekend,89
07122025,8,63,weekend,89
07122025,7,65,weekend,89
07122025,6,65,weekend,89
07122025,5,71,weekend,89
07122025,4,77,weekend,89
07122025,3,81,weekend,89
07122025,2,88,weekend,89
07122025,1,88,weekend,89
07122025,0,89,weekend,89
08012024,30,32,weekday,80
08012024,29,35,weekday,80
08012024,28,40,weekday,80
08012024,27,40,weekday,80
08012024,26,42,weekday,80
08012024,25,42,weekday,80
08012024,24,42,weekday,80
08012024,23,44,weekday,80
08012024,22,51,weekday,80
08012024,21,51,weekday,80
08012024,20,51,weekday,80
08012024,19,52,weekday,80
08012024,18,52,weekday,80
08012024,17,54,weekday,80
08012024,16,56,weekday,80
08012024,15,56,weekday,80
08012024,14,57,weekday,80
08012024,13,64,weekday,80
08012024,12,65,weekday,80
08012024,11,65,weekday,80
08012024,10,69,weekday,80
08012024,9,69,weekday,80
08012024,8,69,weekday,80
08012024,7,75,weekday,80
08012024,6,75,weekday,80
08012024,5,75,weekday,80
08012024,4,79,weekday,80
08012024,3,79,weekday,80
08012024,2,79,weekday,80
08012024,1,80,weekday,80
08012024,0,80,weekday,80
08012025,30,26,weekday,74
08012025,29,29,weekday,74
08012025,28,32,weekday,74
08012025,27,38,weekday,74
08012025,26,38,weekday,74
08012025,25,42,weekday,74
08012025,24,42,weekday,74
08012025,23,47,weekday,74
08012025,22,47,weekday,74
08012025,21,47,weekday,74
08012025,20,47,weekday,74
08012025,19,48,weekday,74
08012025,18,50,weekday,74
08012025,17,53,weekday,74
08012025,16,54,weekday,74
08012025,15,54,weekday,74
08012025,14,61,weekday,74
08012025,13,61,weekday,74
08012025,12,61,weekday,74
08012025,11,61,weekday,74
08012025,10,66,weekday,74
08012025,9,66,weekday,74
08012025,8,68,weekday,74
08012025,7,68,weekday,74
08012025,6,69,weekday,74
08012025,5,69,weekday,74
08012025,4,73,weekday,74
08012025,3,74,weekday,74
08012025,2,74,weekday,74
08012025,1,74,weekday,74
08012025,0,74,weekday,74
08022024,30,29,weekday,76
08022024,29,34,weekday,76
08022024,28,36,weekday,76
08022024,27,36,weekday,76
08022024,26,36,weekday,76
08022024,25,36,weekday,76
08022024,24,38,weekday,76
08022024,23,38,weekday,76
08022024,22,44,weekday,76
08022024,21,49,weekday,76
08022024,20,49,weekday,76
08022024,19,50,weekday,76
08022024,18,50,weekday,76
08022024,17,50,weekday,76
08022024,16,52,weekday,76
08022024,15,55,weekday,76
08022024,14,58,weekday,76
08022024,13,63,weekday,76
08022024,12,63,weekday,76
08022024,11,66,weekday,76
08022024,10,66,weekday,76
08022024,9,68,weekday,76
08022024,8,68,weekday,76
08022024,7,68,weekday,76
08022024,6,68,weekday,76
08022024,5,72,weekday,76
08022024,4,73,weekday,76
08022024,3,73,weekday,76
08022024,2,73,weekday,76
08022024,1,73,weekday,76
08022024,0,76,weekday,76
08022025,30,21,weekend,84
08022025,29,23,weekend,84
08022025,28,23,weekend,84
08022025,27,25,weekend,84
08022025,26,25,weekend,84
08022025,25,25,weekend,84
08022025,24,25,weekend,84
08022025,23,27,weekend,84
08022025,22,28,weekend,84
08022025,21,30,weekend,84
08022025,20,32,weekend,84
08022025,19,37,weekend,84
08022025,18,37,weekend,84
08022025,17,37,weekend,84
08022025,16,40,weekend,84
08022025,15,40,weekend,84
08022025,14,46,weekend,84
08022025,13,46,weekend,84
08022025,12,56,weekend,84
08022025,11,56,weekend,84
08022025,10,56,weekend,84
08022025,9,56,weekend,84
08022025,8,58,weekend,84
08022025,7,58,weekend,84
08022025,6,62,weekend,84
08022025,5,62,weekend,84
08022025,4,69,weekend,84
08022025,3,76,weekend,84
08022025,2,84,weekend,84
08022025,1,84,weekend,84
08022025,0,84,weekend,84
08032024,30,20,weekend,85
08032024,29,21,weekend,85
08032024,28,22,weekend,85
08032024,27,23,weekend,85
08032024,26,24,weekend,85
08032024,25,28,weekend,85
08032024,24,30,weekend,85
08032024,23,30,weekend,85
08032024,22,30,weekend,85
08032024,21,31,weekend,85
08032024,20,31,weekend,85
08032024,19,33,weekend,85
08032024,18,34,weekend,85
08032024,17,34,weekend,85
08032024,16,36,weekend,85
08032024,15,40,weekend,85
08032024,14,40,weekend,85
08032024,13,40,weekend,85
08032024,12,45,weekend,85
08032024,11,47,weekend,85
08032024,10,53,weekend,85
08032024,9,54,weekend,85
08032024,8,60,weekend,85
08032024,7,61,weekend,85
08032024,6,61,weekend,85
08032024,5,64,weekend,85
08032024,4,64,weekend,85
08032024,3,77,weekend,85
08032024,2,82,weekend,85
08032024,1,85,weekend,85
08032024,0,85,weekend,85
08032025,30,21,weekend,81
08032025,29,22,weekend,81
08032025,28,24,weekend,81
08032025,27,24,weekend,81
08032025,26,24,weekend,81
08032025,25,26,weekend,81
08032025,24,26,weekend,81
08032025,23,29,weekend,81
08032025,22,29,weekend,81
08032025,21,30,weekend,81
08032025,20,30,weekend,81
08032025,19,32,weekend,81
08032025,18,32,weekend,81
08032025,17,34,weekend,81
08032025,16,35,weekend,81
08032025,15,40,weekend,81
08032025,14,40,weekend,81
08032025,13,44,weekend,81
08032025,12,44,weekend,81
08032025,11,45,weekend,81
08032025,10,45,weekend,81
08032025,9,46,weekend,81
08032025,8,48,weekend,81
08032025,7,51,weekend,81
08032025,6,57,weekend,81
08032025,5,68,weekend,81
08032025,4,68,weekend,81
08032025,3,74,weekend,81
08032025,2,77,weekend,81
08032025,1,77,weekend,81
08032025,0,81,weekend,81
08042024,30,29,weekday,78
08042024,29,33,weekday,78
08042024,28,34,weekday,78
08042024,27,35,weekday,78
08042024,26,38,weekday,78
08042024,25,38,weekday,78
08042024,24,41,weekday,78
08042024,23,43,weekday,78
08042024,22,44,weekday,78
08042024,21,44,weekday,78
08042024,20,50,weekday,78
08042024,19,51,weekday,78
08042024,18,51,weekday,78
08042024,17,51,weekday,78
08042024,16,53,weekday,78
08042024,15,53,weekday,78
08042024,14,54,weekday,78
08042024,13,61,weekday,78
08042024,12,65,weekday,78
08042024,11,65,weekday,78
08042024,10,66,weekday,78
08042024,9,71,weekday,78
08042024,8,71,weekday,78
08042024,7,73,weekday,78
08042024,6,73,weekday,78
08042024,5,73,weekday,78
08042024,4,75,weekday,78
08042024,3,77,weekday,78
08042024,2,77,weekday,78
08042024,1,78,weekday,78
08042024,0,78,weekday,78
08042025,30,28,weekday,74
08042025,29,33,weekday,74
08042025,28,35,weekday,74
08042025,27,35,weekday,74
08042025,26,39,weekday,74
08042025,25,39,weekday,74
08042025,24,43,weekday,74
08042025,23,43,weekday,74
08042025,22,43,weekday,74
08042025,21,44,weekday,74
08042025,20,44,weekday,74
08042025,19,44,weekday,74
08042025,18,44,weekday,74
08042025,17,44,weekday,74
08042025,16,51,weekday,74
08042025,15,52,weekday,74
08042025,14,55,weekday,74
08042025,13,57,weekday,74
08042025,12,58,weekday,74
08042025,11,58,weekday,74
08042025,10,61,weekday,74
08042025,9,61,weekday,74
08042025,8,63,weekday,74
08042025,7,65,weekday,74
08042025,6,65,weekday,74
08042025,5,65,weekday,74
08042025,4,73,weekday,74
08042025,3,73,weekday,74
08042025,2,73,weekday,74
08042025,1,74,weekday,74
08042025,0,74,weekday,74
08052024,30,30,weekday,74
08052024,29,31,weekday,74
08052024,28,35,weekday,74
08052024,27,36,weekday,74
08052024,26,41,weekday,74
08052024,25,41,weekday,74
08052024,24,41,weekday,74
08052024,23,41,weekday,74
08052024,22,43,weekday,74
08052024,21,46,weekday,74
08052024,20,46,weekday,74
08052024,19,46,weekday,74
08052024,18,47,weekday,74
08052024,17,50,weekday,74
08052024,16,50,weekday,74
08052024,15,50,weekday,74
08052024,14,50,weekday,74
08052024,13,52,weekday,74
08052024,12,52,weekday,74
08052024,11,63,weekday,74
08052024,10,64,weekday,74
08052024,9,64,weekday,74
08052024,8,64,weekday,74
